alert_id,sensor_node_id,social_node_id,incident_type,sensor_location,timestamp,sequence_frame,temperature_celsius,smoke_density_ppm,co2_level_ppm,humidity_percentage,crowd_density,traffic_density,visibility_score,fire_area_ratio,network_latency_ms,propagation_delay_sec,routing_path_length,node_influence_score,coverage_percentage,alert_reliability_score,social_alerts_forwarded,response_time_sec,emergency_severity,alert_priority,fire_detected,smoke_detected,sensor_confidence_score,mobile_alerts_sent,citizen_reports_received,target_label
ALERT_000839,FIRE_NODE_0441,USER_NODE_04497,forest_fire,metro_station,2026-05-14 12:52:59.298300,17,214.28,988.78,1082.78,12.91,0.599,0.351,0.081,0.3544,322.52,6.96,4,0.812,94.9,0.919,2851,494.34,critical,urgent,1,1,0.763,3475,313,2
ALERT_000840,FIRE_NODE_0030,USER_NODE_01791,industrial_fire,commercial_complex,2026-05-14 12:53:02.298300,16,91.13,313.55,3966.28,66.61,0.72,0.883,0.625,0.255,352.09,5.44,12,0.08,81.73,0.827,2821,333.57,critical,urgent,1,1,0.862,9958,478,2
ALERT_000841,FIRE_NODE_0404,USER_NODE_04706,building_fire,shopping_mall,2026-05-14 12:53:05.298300,9,93.54,613.0,2671.34,30.25,0.822,0.457,0.593,0.5826,695.66,53.53,9,0.307,42.1,0.776,2356,170.83,critical,urgent,1,1,0.964,10261,181,2
ALERT_000842,FIRE_NODE_0475,USER_NODE_02126,industrial_fire,parking_area,2026-05-14 12:53:08.298300,17,158.62,171.51,1195.67,15.12,0.634,0.738,0.824,0.6117,177.33,19.28,12,0.278,61.53,0.965,2589,347.19,critical,urgent,1,1,0.914,8204,252,2
ALERT_000843,FIRE_NODE_0414,USER_NODE_02948,industrial_fire,warehouse_zone,2026-05-14 12:53:11.298300,10,130.77,112.32,882.46,39.96,0.722,0.223,0.7,0.5279,341.28,45.04,4,0.434,80.7,0.922,7,595.2,critical,urgent,1,1,0.8,1986,12,2
ALERT_000844,FIRE_NODE_0239,USER_NODE_01933,kitchen_fire,warehouse_zone,2026-05-14 12:53:14.298300,20,116.93,265.49,1497.92,50.07,0.918,0.401,0.212,0.1889,374.94,18.15,7,0.272,84.16,0.702,1696,325.84,moderate,high,1,1,0.93,795,170,1
ALERT_000845,FIRE_NODE_0180,USER_NODE_09182,warehouse_fire,warehouse_zone,2026-05-14 12:53:17.298300,1,91.59,755.69,3543.16,47.58,0.451,0.353,0.802,0.4942,270.58,7.08,11,0.118,45.66,0.869,825,35.74,critical,urgent,1,1,0.798,11355,144,2
ALERT_000846,FIRE_NODE_0131,USER_NODE_01112,forest_fire,forest_region,2026-05-14 12:53:20.298300,17,176.81,409.67,3958.56,53.46,0.253,0.732,0.723,0.2614,184.13,31.75,9,0.925,78.38,0.75,1327,411.24,critical,urgent,1,1,0.824,12617,3,2
ALERT_000847,FIRE_NODE_0059,USER_NODE_05461,forest_fire,metro_station,2026-05-14 12:53:23.298300,19,148.52,902.15,2865.77,57.91,0.725,0.619,0.186,0.5442,750.01,9.08,10,0.514,55.53,0.919,120,434.37,critical,urgent,1,1,0.741,13682,89,2
ALERT_000848,FIRE_NODE_0100,USER_NODE_05416,warehouse_fire,shopping_mall,2026-05-14 12:53:26.298300,16,198.48,282.69,4107.94,34.7,0.335,0.167,0.201,0.4319,449.34,8.2,15,0.157,44.34,0.916,1944,428.57,critical,urgent,1,1,0.717,13112,18,2
ALERT_000849,FIRE_NODE_0331,USER_NODE_02225,building_fire,industrial_area,2026-05-14 12:53:29.298300,15,143.05,174.84,4576.48,63.96,0.701,0.927,0.78,0.5394,464.37,19.06,15,0.257,59.63,0.882,2200,107.73,critical,urgent,1,1,0.775,14728,171,2
ALERT_000850,FIRE_NODE_0237,USER_NODE_06783,kitchen_fire,residential_building,2026-05-14 12:53:32.298300,17,126.91,341.02,3190.03,65.01,0.751,0.67,0.574,0.3197,165.52,53.79,5,0.286,45.48,0.918,2315,109.49,critical,urgent,1,1,0.808,11927,347,2
ALERT_000851,FIRE_NODE_0162,USER_NODE_09097,industrial_fire,residential_building,2026-05-14 12:53:35.298300,7,49.95,233.52,1362.1,8.54,0.66,0.839,0.386,0.5691,186.41,20.2,10,0.193,77.23,0.822,2808,369.9,critical,urgent,1,1,0.921,5484,409,2
ALERT_000852,FIRE_NODE_0470,USER_NODE_05794,urban_fire,industrial_area,2026-05-14 12:53:38.298300,9,140.5,782.95,4715.1,24.44,0.366,0.721,0.6,0.1202,313.39,28.6,14,0.448,50.7,0.968,128,458.58,moderate,high,1,1,0.84,5606,192,1
ALERT_000853,FIRE_NODE_0321,USER_NODE_08754,warehouse_fire,industrial_area,2026-05-14 12:53:41.298300,19,164.01,1084.96,1199.17,21.27,0.547,0.801,0.083,0.6397,374.83,22.19,10,0.328,50.46,0.93,1596,573.47,critical,urgent,1,1,0.82,3120,304,2
ALERT_000854,FIRE_NODE_0060,USER_NODE_05051,kitchen_fire,shopping_mall,2026-05-14 12:53:44.298300,2,211.67,1002.65,2716.62,48.81,0.441,0.563,0.102,0.4541,61.2,49.21,5,0.834,54.22,0.794,1696,291.38,critical,urgent,1,1,0.873,1472,254,2
ALERT_000855,FIRE_NODE_0450,USER_NODE_03894,forest_fire,parking_area,2026-05-14 12:53:47.298300,10,95.29,743.58,1910.26,8.61,0.013,0.11,0.763,0.6251,353.03,31.25,4,0.19,73.06,0.742,2151,368.67,critical,urgent,1,1,0.971,5003,89,2
ALERT_000856,FIRE_NODE_0058,USER_NODE_06132,warehouse_fire,residential_building,2026-05-14 12:53:50.298300,7,79.25,936.31,703.41,29.41,0.12,0.359,0.206,0.2458,345.67,18.73,15,0.674,95.13,0.816,380,119.44,moderate,high,1,1,0.779,7320,259,1
ALERT_000857,FIRE_NODE_0013,USER_NODE_07908,industrial_fire,industrial_area,2026-05-14 12:53:53.298300,7,194.45,720.24,2602.05,14.73,0.455,0.286,0.899,0.5752,85.44,31.48,6,0.264,64.65,0.954,1981,318.87,critical,urgent,1,1,0.797,12050,447,2
ALERT_000858,FIRE_NODE_0269,USER_NODE_05085,warehouse_fire,shopping_mall,2026-05-14 12:53:56.298300,5,81.38,976.36,3347.88,35.42,0.225,0.341,0.914,0.3405,332.55,31.76,13,0.79,60.41,0.752,403,353.04,critical,urgent,1,1,0.893,13519,480,2
ALERT_000859,FIRE_NODE_0265,USER_NODE_02175,electrical_fire,residential_building,2026-05-14 12:53:59.298300,15,169.73,1067.83,2233.17,9.9,0.959,0.441,0.611,0.4348,446.28,13.11,7,0.767,88.23,0.86,2924,295.69,critical,urgent,1,1,0.733,14219,267,2
ALERT_000860,FIRE_NODE_0060,USER_NODE_00068,forest_fire,residential_building,2026-05-14 12:54:02.298300,20,59.69,460.31,1967.72,66.99,0.786,0.663,0.516,0.113,783.2,23.13,14,0.152,69.63,0.953,357,532.94,moderate,high,1,1,0.703,5510,239,1
ALERT_000861,FIRE_NODE_0456,USER_NODE_00756,urban_fire,forest_region,2026-05-14 12:54:05.298300,1,200.1,384.06,771.48,60.11,0.865,0.6,0.567,0.5295,633.32,53.52,10,0.575,98.06,0.989,1279,74.34,critical,urgent,1,1,0.946,10516,456,2
ALERT_000862,FIRE_NODE_0108,USER_NODE_05258,electrical_fire,warehouse_zone,2026-05-14 12:54:08.298300,10,132.47,514.07,3297.52,8.64,0.511,0.872,0.242,0.28,752.8,26.29,5,0.39,66.43,0.851,2181,381.03,critical,urgent,1,1,0.932,5278,395,2
ALERT_000863,FIRE_NODE_0226,USER_NODE_01928,forest_fire,industrial_area,2026-05-14 12:54:11.298300,6,124.12,995.58,2948.37,27.0,0.661,0.721,0.552,0.0415,152.51,17.83,5,0.318,80.41,0.705,469,454.63,low,medium,1,1,0.777,299,490,0
ALERT_000864,FIRE_NODE_0319,USER_NODE_09169,industrial_fire,commercial_complex,2026-05-14 12:54:14.298300,7,99.25,671.26,1550.07,62.49,0.095,0.45,0.814,0.4022,248.02,25.82,9,0.721,98.4,0.959,1435,208.75,critical,urgent,1,1,0.989,9050,163,2
ALERT_000865,FIRE_NODE_0139,USER_NODE_02320,kitchen_fire,forest_region,2026-05-14 12:54:17.298300,19,45.61,110.95,4224.9,17.97,0.07,0.245,0.433,0.4762,506.98,15.02,4,0.528,95.57,0.936,702,197.3,critical,urgent,1,1,0.985,1217,159,2
ALERT_000866,FIRE_NODE_0314,USER_NODE_05550,industrial_fire,parking_area,2026-05-14 12:54:20.298300,2,169.01,149.94,754.71,15.95,0.731,0.192,0.51,0.0652,738.29,21.29,3,0.913,96.69,0.702,119,281.16,low,medium,1,1,0.707,7762,462,0
ALERT_000867,FIRE_NODE_0346,USER_NODE_00827,urban_fire,metro_station,2026-05-14 12:54:23.298300,2,204.02,660.62,929.75,12.17,0.39,0.941,0.674,0.5646,305.84,3.55,2,0.976,41.03,0.975,1747,224.36,critical,urgent,1,1,0.703,6471,91,2
ALERT_000868,FIRE_NODE_0361,USER_NODE_09767,industrial_fire,parking_area,2026-05-14 12:54:26.298300,20,165.6,1178.21,4848.75,15.46,0.189,0.57,0.624,0.4819,161.22,57.58,6,0.657,90.82,0.857,1280,251.49,critical,urgent,1,1,0.983,5494,418,2
ALERT_000869,FIRE_NODE_0102,USER_NODE_08741,urban_fire,parking_area,2026-05-14 12:54:29.298300,19,146.87,1050.9,4794.49,48.9,0.553,0.013,0.086,0.1345,165.09,16.03,3,0.34,61.6,0.822,381,63.83,moderate,high,1,1,0.712,13367,410,1
ALERT_000870,FIRE_NODE_0471,USER_NODE_07673,urban_fire,parking_area,2026-05-14 12:54:32.298300,10,162.94,681.82,2554.23,46.24,0.829,0.433,0.627,0.6201,674.91,26.13,11,0.662,50.62,0.863,2640,588.89,critical,urgent,1,1,0.85,11686,392,2
ALERT_000871,FIRE_NODE_0239,USER_NODE_07710,electrical_fire,warehouse_zone,2026-05-14 12:54:35.298300,5,207.34,536.22,4994.92,42.65,0.052,0.591,0.297,0.026,660.27,17.27,14,0.807,57.29,0.756,2527,584.49,low,medium,0,1,0.805,4277,467,0
ALERT_000872,FIRE_NODE_0187,USER_NODE_06424,electrical_fire,shopping_mall,2026-05-14 12:54:38.298300,11,150.24,763.18,3066.08,64.46,0.678,0.41,0.826,0.1218,444.5,57.08,8,0.644,89.02,0.89,1997,504.43,moderate,high,1,1,0.974,545,33,1
ALERT_000873,FIRE_NODE_0244,USER_NODE_01850,forest_fire,parking_area,2026-05-14 12:54:41.298300,15,92.76,270.02,2729.56,50.62,0.235,0.014,0.359,0.6299,562.07,24.68,14,0.233,61.37,0.749,700,68.25,critical,urgent,1,1,0.963,4674,393,2
ALERT_000874,FIRE_NODE_0179,USER_NODE_09904,industrial_fire,industrial_area,2026-05-14 12:54:44.298300,17,219.59,263.81,839.9,26.43,0.467,0.213,0.321,0.1346,623.92,43.04,2,0.653,63.23,0.964,1662,581.87,moderate,high,1,1,0.75,13444,365,1
ALERT_000875,FIRE_NODE_0408,USER_NODE_01753,forest_fire,commercial_complex,2026-05-14 12:54:47.298300,10,84.03,668.71,1001.5,33.37,0.586,0.527,0.348,0.3549,767.86,13.16,9,0.672,42.6,0.719,1889,333.34,critical,urgent,1,1,0.73,6616,302,2
ALERT_000876,FIRE_NODE_0212,USER_NODE_03909,industrial_fire,warehouse_zone,2026-05-14 12:54:50.298300,18,48.91,272.09,3085.34,50.72,0.21,0.672,0.214,0.4007,341.33,39.57,3,0.995,96.27,0.701,1976,531.84,critical,urgent,1,1,0.719,6338,33,2
ALERT_000877,FIRE_NODE_0175,USER_NODE_03412,warehouse_fire,metro_station,2026-05-14 12:54:53.298300,14,211.78,395.64,2280.95,10.96,0.121,0.729,0.9,0.3989,578.36,45.96,10,0.3,42.71,0.701,1402,213.64,critical,urgent,1,1,0.77,8971,355,2
ALERT_000878,FIRE_NODE_0121,USER_NODE_02836,kitchen_fire,commercial_complex,2026-05-14 12:54:56.298300,19,55.91,281.07,1147.8,64.47,0.149,0.542,0.584,0.3556,97.26,19.81,14,0.099,63.74,0.755,1994,339.17,critical,urgent,1,1,0.901,1923,303,2
ALERT_000879,FIRE_NODE_0306,USER_NODE_07585,forest_fire,commercial_complex,2026-05-14 12:54:59.298300,15,138.12,566.35,2304.27,59.71,0.227,0.737,0.732,0.2754,251.89,28.76,3,0.139,42.76,0.732,1262,116.35,critical,urgent,1,1,0.846,6698,35,2
ALERT_000880,FIRE_NODE_0307,USER_NODE_01782,kitchen_fire,metro_station,2026-05-14 12:55:02.298300,11,193.6,343.92,4714.71,67.07,0.959,0.839,0.377,0.0519,463.68,33.96,8,0.857,99.76,0.847,2642,210.4,low,medium,1,1,0.754,10866,31,0
ALERT_000881,FIRE_NODE_0047,USER_NODE_03566,warehouse_fire,industrial_area,2026-05-14 12:55:05.298300,19,45.84,650.21,3044.28,58.62,0.51,0.917,0.615,0.547,135.68,51.46,15,0.691,50.21,0.755,2606,556.27,critical,urgent,1,1,0.709,13318,0,2
ALERT_000882,FIRE_NODE_0388,USER_NODE_02404,kitchen_fire,industrial_area,2026-05-14 12:55:08.298300,15,125.94,431.09,3526.34,59.58,0.367,0.433,0.934,0.5106,719.82,26.89,9,0.272,64.71,0.908,1194,70.11,critical,urgent,1,1,0.778,6439,315,2
ALERT_000883,FIRE_NODE_0296,USER_NODE_07327,electrical_fire,warehouse_zone,2026-05-14 12:55:11.298300,11,53.16,564.23,4240.76,6.6,0.679,0.933,0.263,0.4524,780.58,57.77,5,0.273,46.02,0.743,2336,422.71,critical,urgent,1,1,0.91,13064,467,2
ALERT_000884,FIRE_NODE_0348,USER_NODE_04990,building_fire,shopping_mall,2026-05-14 12:55:14.298300,3,162.99,456.41,1347.02,42.75,0.489,0.732,0.447,0.2234,248.91,13.48,10,0.302,45.69,0.801,34,26.76,moderate,high,1,1,0.754,10068,261,1
ALERT_000885,FIRE_NODE_0207,USER_NODE_02090,warehouse_fire,forest_region,2026-05-14 12:55:17.298300,2,175.68,444.53,3540.24,51.6,0.585,0.959,0.069,0.4814,767.85,51.87,6,0.209,59.61,0.75,2249,362.78,critical,urgent,1,1,0.907,920,0,2
ALERT_000886,FIRE_NODE_0361,USER_NODE_09176,warehouse_fire,shopping_mall,2026-05-14 12:55:20.298300,4,100.49,684.25,3640.05,32.39,0.855,0.774,0.108,0.4056,203.55,33.89,14,0.959,92.74,0.817,1156,178.45,critical,urgent,1,1,0.768,14233,15,2
ALERT_000887,FIRE_NODE_0121,USER_NODE_07074,kitchen_fire,metro_station,2026-05-14 12:55:23.298300,11,138.19,207.96,3016.81,5.09,0.331,0.228,0.924,0.4741,292.73,6.48,12,0.541,52.81,0.856,1568,502.04,critical,urgent,1,1,0.879,6702,195,2
ALERT_000888,FIRE_NODE_0223,USER_NODE_08932,electrical_fire,industrial_area,2026-05-14 12:55:26.298300,16,155.91,685.95,4679.97,65.57,0.518,0.313,0.464,0.1253,516.35,30.51,3,0.148,51.86,0.839,771,533.12,moderate,high,1,1,0.864,9150,196,1
ALERT_000889,FIRE_NODE_0432,USER_NODE_05903,warehouse_fire,metro_station,2026-05-14 12:55:29.298300,5,164.27,459.71,3114.21,34.08,0.663,0.06,0.494,0.1959,274.42,57.69,5,0.224,58.67,0.848,2745,518.5,moderate,high,1,1,0.821,2106,68,1
ALERT_000890,FIRE_NODE_0006,USER_NODE_01176,kitchen_fire,residential_building,2026-05-14 12:55:32.298300,5,175.18,1039.14,1964.07,30.53,0.363,0.835,0.09,0.2039,549.94,34.36,12,0.464,72.4,0.757,1994,261.28,moderate,high,1,1,0.845,10829,223,1
ALERT_000891,FIRE_NODE_0500,USER_NODE_02225,urban_fire,industrial_area,2026-05-14 12:55:35.298300,14,202.71,372.14,4418.45,46.88,0.03,0.727,0.082,0.6483,700.66,18.54,14,0.295,62.89,0.803,1868,226.54,critical,urgent,1,1,0.792,14690,403,2
ALERT_000892,FIRE_NODE_0357,USER_NODE_09903,building_fire,industrial_area,2026-05-14 12:55:38.298300,15,153.7,263.98,4322.32,57.81,0.482,0.854,0.272,0.0163,502.98,28.02,9,0.589,93.96,0.981,1738,382.5,low,medium,0,1,0.922,9094,419,0
ALERT_000893,FIRE_NODE_0231,USER_NODE_06304,forest_fire,warehouse_zone,2026-05-14 12:55:41.298300,6,59.67,260.0,3826.1,33.04,0.452,0.316,0.597,0.1244,508.99,11.25,7,0.111,59.82,0.767,2477,533.95,moderate,high,1,1,0.716,171,295,1
ALERT_000894,FIRE_NODE_0256,USER_NODE_03879,kitchen_fire,forest_region,2026-05-14 12:55:44.298300,14,75.91,694.57,2716.7,7.98,0.017,0.988,0.643,0.2407,386.94,16.73,15,0.378,78.94,0.956,2238,114.56,moderate,high,1,1,0.944,9492,187,1
ALERT_000895,FIRE_NODE_0018,USER_NODE_00621,industrial_fire,parking_area,2026-05-14 12:55:47.298300,12,66.27,320.79,763.57,14.15,0.918,0.465,0.12,0.624,705.61,45.53,2,0.937,53.21,0.943,2377,415.54,critical,urgent,1,1,0.952,7939,492,2
ALERT_000896,FIRE_NODE_0354,USER_NODE_01312,electrical_fire,forest_region,2026-05-14 12:55:50.298300,15,184.46,468.07,4007.35,22.06,0.335,0.117,0.892,0.1927,426.09,24.09,9,0.962,60.1,0.926,321,513.97,moderate,high,1,1,0.826,8624,455,1
ALERT_000897,FIRE_NODE_0313,USER_NODE_01450,electrical_fire,parking_area,2026-05-14 12:55:53.298300,3,111.18,917.48,4616.74,54.07,0.235,0.889,0.399,0.3767,668.52,12.12,11,0.795,75.77,0.959,2596,107.32,critical,urgent,1,1,0.822,8884,408,2
ALERT_000898,FIRE_NODE_0297,USER_NODE_05120,industrial_fire,residential_building,2026-05-14 12:55:56.298300,11,190.75,101.54,1093.69,69.39,0.288,0.976,0.214,0.2379,607.24,39.81,9,0.602,71.79,0.945,45,144.79,moderate,high,1,1,0.828,7731,232,1
ALERT_000899,FIRE_NODE_0263,USER_NODE_07688,industrial_fire,shopping_mall,2026-05-14 12:55:59.298300,14,72.2,747.45,1702.4,26.7,0.477,0.037,0.133,0.4474,354.6,52.02,6,0.71,40.49,0.879,1207,60.77,critical,urgent,1,1,0.926,4788,85,2
ALERT_000900,FIRE_NODE_0019,USER_NODE_09792,kitchen_fire,forest_region,2026-05-14 12:56:02.298300,19,218.51,674.94,3604.23,20.43,0.443,0.858,0.201,0.1763,367.44,43.02,5,0.407,95.66,0.727,252,225.63,moderate,high,1,1,0.906,10360,242,1
ALERT_000901,FIRE_NODE_0297,USER_NODE_02771,industrial_fire,residential_building,2026-05-14 12:56:05.298300,10,84.55,815.18,1322.55,8.64,0.13,0.931,0.547,0.5186,279.47,35.97,13,0.52,96.74,0.917,2558,439.67,critical,urgent,1,1,0.713,497,146,2
ALERT_000902,FIRE_NODE_0249,USER_NODE_01352,electrical_fire,commercial_complex,2026-05-14 12:56:08.298300,9,141.19,603.03,4682.51,21.73,0.277,0.417,0.269,0.0883,688.78,33.94,5,0.868,89.87,0.782,543,330.9,moderate,high,1,1,0.724,10139,143,1
ALERT_000903,FIRE_NODE_0141,USER_NODE_04210,urban_fire,commercial_complex,2026-05-14 12:56:11.298300,20,205.17,532.77,2332.18,24.68,0.466,0.259,0.387,0.521,670.72,18.95,3,0.496,92.43,0.715,2424,534.04,critical,urgent,1,1,0.764,12157,77,2
ALERT_000904,FIRE_NODE_0338,USER_NODE_07318,forest_fire,industrial_area,2026-05-14 12:56:14.298300,9,163.74,732.46,3032.94,60.86,0.111,0.354,0.534,0.5283,188.83,48.37,13,0.43,51.33,0.92,2871,59.08,critical,urgent,1,1,0.849,3919,248,2
ALERT_000905,FIRE_NODE_0093,USER_NODE_08641,warehouse_fire,residential_building,2026-05-14 12:56:17.298300,11,56.18,479.19,3244.74,41.15,0.411,0.435,0.254,0.299,763.54,51.18,2,0.188,41.79,0.971,595,318.42,critical,urgent,1,1,0.856,9807,478,2
ALERT_000906,FIRE_NODE_0421,USER_NODE_02526,warehouse_fire,parking_area,2026-05-14 12:56:20.298300,14,181.63,432.45,2720.39,67.96,0.675,0.162,0.17,0.1368,618.04,18.43,13,0.07,96.65,0.749,1570,10.69,moderate,high,1,1,0.769,3948,338,1
ALERT_000907,FIRE_NODE_0226,USER_NODE_02741,electrical_fire,shopping_mall,2026-05-14 12:56:23.298300,2,86.13,552.65,4649.72,62.15,0.462,0.417,0.55,0.162,60.7,56.41,11,0.227,51.9,0.837,1083,297.51,moderate,high,1,1,0.705,12427,419,1
ALERT_000908,FIRE_NODE_0060,USER_NODE_00861,electrical_fire,parking_area,2026-05-14 12:56:26.298300,13,70.89,503.53,3608.42,19.85,0.429,0.562,0.85,0.2153,124.18,29.87,8,0.759,46.59,0.823,1235,15.58,moderate,high,1,1,0.71,7853,382,1
ALERT_000909,FIRE_NODE_0486,USER_NODE_08725,electrical_fire,metro_station,2026-05-14 12:56:29.298300,13,129.52,413.98,4318.47,44.14,0.459,0.414,0.498,0.0311,716.38,59.9,8,0.222,47.22,0.742,1076,398.31,low,medium,1,1,0.892,2428,271,0
ALERT_000910,FIRE_NODE_0446,USER_NODE_07123,urban_fire,forest_region,2026-05-14 12:56:32.298300,15,193.39,922.05,2578.63,44.84,0.691,0.518,0.478,0.4211,454.83,38.99,7,0.632,83.15,0.886,2780,314.25,critical,urgent,1,1,0.898,5222,492,2
ALERT_000911,FIRE_NODE_0272,USER_NODE_00673,urban_fire,shopping_mall,2026-05-14 12:56:35.298300,14,123.66,350.67,606.24,41.4,0.595,0.972,0.375,0.2592,177.4,5.16,10,0.784,54.98,0.877,2671,414.22,critical,urgent,1,1,0.837,14113,139,2
ALERT_000912,FIRE_NODE_0172,USER_NODE_04430,forest_fire,commercial_complex,2026-05-14 12:56:38.298300,9,198.36,577.05,1853.6,63.24,0.863,0.172,0.073,0.063,243.51,58.36,11,0.581,62.4,0.958,2393,274.62,low,medium,1,1,0.791,6458,236,0
ALERT_000913,FIRE_NODE_0396,USER_NODE_03962,kitchen_fire,warehouse_zone,2026-05-14 12:56:41.298300,17,209.71,1031.46,4312.14,38.3,0.792,0.188,0.566,0.6396,246.95,47.87,6,0.516,42.39,0.921,2776,105.3,critical,urgent,1,1,0.883,11359,92,2
ALERT_000914,FIRE_NODE_0161,USER_NODE_08973,urban_fire,residential_building,2026-05-14 12:56:44.298300,3,59.99,1140.49,1883.59,19.72,0.138,0.947,0.691,0.4834,409.54,29.01,1,0.155,73.59,0.772,1685,586.4,critical,urgent,1,1,0.931,1650,268,2
ALERT_000915,FIRE_NODE_0054,USER_NODE_07307,forest_fire,warehouse_zone,2026-05-14 12:56:47.298300,10,117.27,249.5,4055.46,12.93,0.197,0.219,0.551,0.5127,265.17,6.0,5,0.491,84.89,0.764,791,135.86,critical,urgent,1,1,0.975,607,12,2
ALERT_000916,FIRE_NODE_0318,USER_NODE_01507,urban_fire,warehouse_zone,2026-05-14 12:56:50.298300,20,211.98,1189.32,4153.7,17.23,0.22,0.347,0.336,0.622,635.48,43.72,11,0.227,94.57,0.94,499,102.37,critical,urgent,1,1,0.953,11651,490,2
ALERT_000917,FIRE_NODE_0062,USER_NODE_01416,warehouse_fire,industrial_area,2026-05-14 12:56:53.298300,13,92.64,170.57,3490.02,47.5,0.104,0.326,0.944,0.4426,589.46,13.56,11,0.125,56.61,0.772,2654,144.55,critical,urgent,1,1,0.756,9324,411,2
ALERT_000918,FIRE_NODE_0496,USER_NODE_03028,urban_fire,industrial_area,2026-05-14 12:56:56.298300,9,145.58,447.48,4209.52,16.96,0.47,0.024,0.484,0.041,782.62,47.64,5,0.516,45.2,0.872,1913,456.46,low,medium,1,1,0.755,10871,479,0
ALERT_000919,FIRE_NODE_0039,USER_NODE_07430,forest_fire,metro_station,2026-05-14 12:56:59.298300,11,144.44,991.92,3980.29,57.19,0.881,0.938,0.415,0.3719,636.71,42.13,5,0.996,40.82,0.803,664,172.21,critical,urgent,1,1,0.776,12841,37,2
ALERT_000920,FIRE_NODE_0142,USER_NODE_01023,building_fire,metro_station,2026-05-14 12:57:02.298300,11,83.94,874.22,972.94,53.2,0.696,0.258,0.278,0.4106,614.49,52.71,1,0.86,97.89,0.869,1058,545.65,critical,urgent,1,1,0.934,13366,135,2
ALERT_000921,FIRE_NODE_0092,USER_NODE_07219,urban_fire,parking_area,2026-05-14 12:57:05.298300,7,201.57,93.02,4849.97,35.78,0.8,0.136,0.406,0.1801,247.49,8.27,10,0.815,40.55,0.791,1609,108.77,moderate,high,1,0,0.871,2973,330,1
ALERT_000922,FIRE_NODE_0252,USER_NODE_01777,electrical_fire,metro_station,2026-05-14 12:57:08.298300,7,89.49,370.08,2748.69,47.42,0.13,0.184,0.272,0.6331,329.78,36.34,10,0.279,69.43,0.721,2636,25.67,critical,urgent,1,1,0.836,1790,467,2
ALERT_000923,FIRE_NODE_0227,USER_NODE_04244,urban_fire,residential_building,2026-05-14 12:57:11.298300,3,114.77,233.31,3625.45,69.54,0.402,0.628,0.917,0.5413,381.57,44.51,2,0.172,70.73,0.781,2341,100.89,critical,urgent,1,1,0.824,11970,128,2
ALERT_000924,FIRE_NODE_0398,USER_NODE_07306,urban_fire,parking_area,2026-05-14 12:57:14.298300,5,67.93,862.86,2607.46,39.52,0.155,0.148,0.575,0.6403,95.08,17.86,11,0.876,44.34,0.954,2623,316.95,critical,urgent,1,1,0.818,64,477,2
ALERT_000925,FIRE_NODE_0020,USER_NODE_06398,forest_fire,industrial_area,2026-05-14 12:57:17.298300,11,99.19,412.77,1945.53,62.51,0.727,0.673,0.769,0.1708,502.07,28.14,15,0.793,58.56,0.887,1603,529.92,moderate,high,1,1,0.817,9464,1,1
ALERT_000926,FIRE_NODE_0264,USER_NODE_08040,building_fire,metro_station,2026-05-14 12:57:20.298300,13,56.66,657.98,2122.28,48.69,0.952,0.491,0.47,0.4272,100.73,15.96,14,0.923,80.2,0.704,2981,126.75,critical,urgent,1,1,0.898,12844,415,2
ALERT_000927,FIRE_NODE_0403,USER_NODE_01149,industrial_fire,warehouse_zone,2026-05-14 12:57:23.298300,1,178.77,1020.64,1885.58,65.52,0.557,0.7,0.587,0.0842,771.23,8.25,7,0.292,88.82,0.879,2824,503.7,moderate,high,1,1,0.85,13451,399,1
ALERT_000928,FIRE_NODE_0247,USER_NODE_01986,industrial_fire,shopping_mall,2026-05-14 12:57:26.298300,11,110.97,1112.47,759.51,60.65,0.239,0.85,0.175,0.3792,712.72,28.94,11,0.759,88.28,0.914,1241,555.57,critical,urgent,1,1,0.83,6613,28,2
ALERT_000929,FIRE_NODE_0324,USER_NODE_01486,forest_fire,shopping_mall,2026-05-14 12:57:29.298300,3,75.3,133.55,1684.42,14.31,0.562,0.193,0.085,0.0282,668.62,35.9,14,0.39,93.65,0.72,1883,588.29,low,medium,0,1,0.879,12509,392,0
ALERT_000930,FIRE_NODE_0149,USER_NODE_03328,electrical_fire,residential_building,2026-05-14 12:57:32.298300,13,77.11,840.56,3958.88,32.91,0.863,0.159,0.301,0.0653,184.48,15.08,11,0.922,44.69,0.824,783,321.78,low,medium,1,1,0.961,4946,356,0
ALERT_000931,FIRE_NODE_0200,USER_NODE_01750,kitchen_fire,shopping_mall,2026-05-14 12:57:35.298300,16,219.6,923.79,4871.48,56.16,0.964,0.71,0.122,0.2642,524.35,21.69,2,0.31,74.64,0.971,2592,25.81,critical,urgent,1,1,0.923,7225,376,2
ALERT_000932,FIRE_NODE_0098,USER_NODE_02293,urban_fire,warehouse_zone,2026-05-14 12:57:38.298300,1,171.48,1159.63,4695.13,54.55,0.525,0.212,0.541,0.4987,718.62,47.59,12,0.236,75.98,0.796,2429,10.48,critical,urgent,1,1,0.758,3957,250,2
ALERT_000933,FIRE_NODE_0200,USER_NODE_01033,warehouse_fire,forest_region,2026-05-14 12:57:41.298300,16,64.81,1023.85,1737.43,23.51,0.96,0.385,0.059,0.1881,113.05,7.07,9,0.124,75.6,0.755,1841,219.94,moderate,high,1,1,0.95,318,18,1
